Accel_X,Accel_Y,Accel_Z,Fall_Indicator,Event_ID,Window_Number
-11.89,10.94,6.08,0,1,8
-9.76,6.26,14.78,0,1,8
-12.27,4.65,19.14,0,1,8
-3.77,15.85,19.62,0,1,8
-1.69,7.32,19.62,0,1,8
-1.26,-0.11,19.62,0,1,8
1.29,-1.04,19.62,0,1,8
-0.13,-1.41,19.62,0,1,8
2.0,-3.3,19.37,0,1,8
0.45,-7.15,12.77,0,1,8
2.15,-5.7,11.36,0,1,8
3.38,-3.56,9.81,0,1,8
2.12,-2.5,8.25,0,1,8
-0.6,-3.0,6.64,0,1,8
1.19,-2.17,3.84,0,1,8
2.93,-0.33,4.23,0,1,8
1.18,0.48,3.3,0,1,8
0.8,-0.68,2.3,0,1,8
1.31,-2.45,1.09,0,1,8
2.99,-5.08,3.74,0,1,8
-0.31,-1.97,2.98,0,1,8
-0.76,0.86,6.09,0,1,8
-0.81,0.38,6.65,0,1,8
0.26,-1.89,7.71,0,1,8
-1.51,-3.06,7.15,0,1,8
-3.27,-0.57,8.54,0,1,8
-4.58,0.71,10.16,0,1,8
-4.95,0.38,11.88,0,1,8
-6.77,2.09,12.17,0,1,8
-7.76,2.92,11.36,0,1,8
-9.36,3.3,10.85,0,1,8
-10.68,4.97,12.26,0,1,8
-10.57,5.45,10.98,0,1,8
-13.14,5.88,8.98,0,1,8
-12.28,5.36,7.48,0,1,8
-8.91,1.1,7.61,0,1,8
-9.79,0.19,6.88,0,1,8
-9.71,-0.32,4.56,0,1,8
-8.16,0.4,3.22,0,1,8
-7.22,0.49,4.33,0,1,8
-5.93,0.49,5.41,0,1,8
-5.49,0.05,5.25,0,1,8
-5.38,0.21,4.81,0,1,8
-4.82,-0.68,4.19,0,1,8
-3.97,-0.91,5.45,0,1,8
-4.08,-0.41,5.58,0,1,8
-5.34,-0.17,4.99,0,1,8
-5.9,-0.6,5.34,0,1,8
-5.79,-0.91,6.02,0,1,8
-6.11,-1.38,6.65,0,1,8
-5.27,-2.2,7.01,0,1,8
-5.69,-2.85,8.37,0,1,8
-5.39,-1.51,10.19,0,1,8
-5.67,-1.15,9.82,0,1,8
-6.27,-1.84,8.45,0,1,8
-5.23,-1.51,9.27,0,1,8
-5.63,-1.77,9.34,0,1,8
-5.42,-0.74,7.94,0,1,8
-5.5,-0.8,8.21,0,1,8
-5.03,-1.52,8.43,0,1,8
-4.89,-1.5,8.33,0,1,8
-4.51,-0.96,7.75,0,1,8
-4.35,-0.3,8.0,0,1,8
-4.19,-0.05,8.71,0,1,8
-5.33,-0.02,6.34,0,1,8
-5.55,-0.23,4.92,0,1,8
-4.91,-0.81,5.88,0,1,8
-4.67,-0.62,7.09,0,1,8
-6.06,0.08,9.35,0,1,8
-4.81,-0.36,7.35,0,1,8
-5.63,0.05,7.97,0,1,8
-5.77,-0.08,7.02,0,1,8
-5.73,-0.03,6.92,0,1,8
-5.81,-0.12,7.7,0,1,8
-5.53,0.27,7.4,0,1,8
-5.66,0.74,7.81,0,1,8
-5.8,1.5,8.61,0,1,8
-6.24,0.94,7.85,0,1,8
-6.14,0.41,6.71,0,1,8
-5.48,1.57,7.51,0,1,8
-5.03,2.62,8.26,0,1,8
-5.73,2.6,7.56,0,1,8
-5.39,2.56,6.21,0,1,8
-5.58,3.93,7.26,0,1,8
-4.95,4.32,8.07,0,1,8
-5.43,3.62,6.89,0,1,8
-4.55,3.5,6.67,0,1,8
-6.27,4.35,6.83,0,1,8
-4.85,5.16,7.02,0,1,8
-5.03,5.14,6.76,0,1,8
-5.58,5.46,6.42,0,1,8
-5.65,5.49,6.24,0,1,8
-5.51,4.79,5.65,0,1,8
-5.55,4.39,5.7,0,1,8
-5.98,4.81,5.66,0,1,8
-6.36,5.5,5.12,0,1,8
-6.5,5.31,5.34,0,1,8
-6.22,5.26,5.33,0,1,8
-6.19,5.24,4.73,0,1,8
-1.69,7.32,19.62,0,1,9
-1.26,-0.11,19.62,0,1,9
1.29,-1.04,19.62,0,1,9
-0.13,-1.41,19.62,0,1,9
2.0,-3.3,19.37,0,1,9
0.45,-7.15,12.77,0,1,9
2.15,-5.7,11.36,0,1,9
3.38,-3.56,9.81,0,1,9
2.12,-2.5,8.25,0,1,9
-0.6,-3.0,6.64,0,1,9
1.19,-2.17,3.84,0,1,9
2.93,-0.33,4.23,0,1,9
1.18,0.48,3.3,0,1,9
0.8,-0.68,2.3,0,1,9
1.31,-2.45,1.09,0,1,9
2.99,-5.08,3.74,0,1,9
-0.31,-1.97,2.98,0,1,9
-0.76,0.86,6.09,0,1,9
-0.81,0.38,6.65,0,1,9
0.26,-1.89,7.71,0,1,9
-1.51,-3.06,7.15,0,1,9
-3.27,-0.57,8.54,0,1,9
-4.58,0.71,10.16,0,1,9
-4.95,0.38,11.88,0,1,9
-6.77,2.09,12.17,0,1,9
-7.76,2.92,11.36,0,1,9
-9.36,3.3,10.85,0,1,9
-10.68,4.97,12.26,0,1,9
-10.57,5.45,10.98,0,1,9
-13.14,5.88,8.98,0,1,9
-12.28,5.36,7.48,0,1,9
-8.91,1.1,7.61,0,1,9
-9.79,0.19,6.88,0,1,9
-9.71,-0.32,4.56,0,1,9
-8.16,0.4,3.22,0,1,9
-7.22,0.49,4.33,0,1,9
-5.93,0.49,5.41,0,1,9
-5.49,0.05,5.25,0,1,9
-5.38,0.21,4.81,0,1,9
-4.82,-0.68,4.19,0,1,9
-3.97,-0.91,5.45,0,1,9
-4.08,-0.41,5.58,0,1,9
-5.34,-0.17,4.99,0,1,9
-5.9,-0.6,5.34,0,1,9
-5.79,-0.91,6.02,0,1,9
-6.11,-1.38,6.65,0,1,9
-5.27,-2.2,7.01,0,1,9
-5.69,-2.85,8.37,0,1,9
-5.39,-1.51,10.19,0,1,9
-5.67,-1.15,9.82,0,1,9
-6.27,-1.84,8.45,0,1,9
-5.23,-1.51,9.27,0,1,9
-5.63,-1.77,9.34,0,1,9
-5.42,-0.74,7.94,0,1,9
-5.5,-0.8,8.21,0,1,9
-5.03,-1.52,8.43,0,1,9
-4.89,-1.5,8.33,0,1,9
-4.51,-0.96,7.75,0,1,9
-4.35,-0.3,8.0,0,1,9
-4.19,-0.05,8.71,0,1,9
-5.33,-0.02,6.34,0,1,9
-5.55,-0.23,4.92,0,1,9
-4.91,-0.81,5.88,0,1,9
-4.67,-0.62,7.09,0,1,9
-6.06,0.08,9.35,0,1,9
-4.81,-0.36,7.35,0,1,9
-5.63,0.05,7.97,0,1,9
-5.77,-0.08,7.02,0,1,9
-5.73,-0.03,6.92,0,1,9
-5.81,-0.12,7.7,0,1,9
-5.53,0.27,7.4,0,1,9
-5.66,0.74,7.81,0,1,9
-5.8,1.5,8.61,0,1,9
-6.24,0.94,7.85,0,1,9
-6.14,0.41,6.71,0,1,9
-5.48,1.57,7.51,0,1,9
-5.03,2.62,8.26,0,1,9
-5.73,2.6,7.56,0,1,9
-5.39,2.56,6.21,0,1,9
-5.58,3.93,7.26,0,1,9
-4.95,4.32,8.07,0,1,9
-5.43,3.62,6.89,0,1,9
-4.55,3.5,6.67,0,1,9
-6.27,4.35,6.83,0,1,9
-4.85,5.16,7.02,0,1,9
-5.03,5.14,6.76,0,1,9
-5.58,5.46,6.42,0,1,9
-5.65,5.49,6.24,0,1,9
-5.51,4.79,5.65,0,1,9
-5.55,4.39,5.7,0,1,9
-5.98,4.81,5.66,0,1,9
-6.36,5.5,5.12,0,1,9
-6.5,5.31,5.34,0,1,9
-6.22,5.26,5.33,0,1,9
-6.19,5.24,4.73,0,1,9
-6.56,5.25,4.74,0,1,9
-6.05,5.69,5.23,0,1,9
-6.48,6.94,4.29,0,1,9
-6.58,7.12,4.19,0,1,9
-6.5,6.58,4.7,0,1,9
0.45,-7.15,12.77,0,1,10
2.15,-5.7,11.36,0,1,10
3.38,-3.56,9.81,0,1,10
2.12,-2.5,8.25,0,1,10
-0.6,-3.0,6.64,0,1,10
1.19,-2.17,3.84,0,1,10
2.93,-0.33,4.23,0,1,10
1.18,0.48,3.3,0,1,10
0.8,-0.68,2.3,0,1,10
1.31,-2.45,1.09,0,1,10
2.99,-5.08,3.74,0,1,10
-0.31,-1.97,2.98,0,1,10
-0.76,0.86,6.09,0,1,10
-0.81,0.38,6.65,0,1,10
0.26,-1.89,7.71,0,1,10
-1.51,-3.06,7.15,0,1,10
-3.27,-0.57,8.54,0,1,10
-4.58,0.71,10.16,0,1,10
-4.95,0.38,11.88,0,1,10
-6.77,2.09,12.17,0,1,10
-7.76,2.92,11.36,0,1,10
-9.36,3.3,10.85,0,1,10
-10.68,4.97,12.26,0,1,10
-10.57,5.45,10.98,0,1,10
-13.14,5.88,8.98,0,1,10
-12.28,5.36,7.48,0,1,10
-8.91,1.1,7.61,0,1,10
-9.79,0.19,6.88,0,1,10
-9.71,-0.32,4.56,0,1,10
-8.16,0.4,3.22,0,1,10
-7.22,0.49,4.33,0,1,10
-5.93,0.49,5.41,0,1,10
-5.49,0.05,5.25,0,1,10
-5.38,0.21,4.81,0,1,10
-4.82,-0.68,4.19,0,1,10
-3.97,-0.91,5.45,0,1,10
-4.08,-0.41,5.58,0,1,10
-5.34,-0.17,4.99,0,1,10
-5.9,-0.6,5.34,0,1,10
-5.79,-0.91,6.02,0,1,10
-6.11,-1.38,6.65,0,1,10
-5.27,-2.2,7.01,0,1,10
-5.69,-2.85,8.37,0,1,10
-5.39,-1.51,10.19,0,1,10
-5.67,-1.15,9.82,0,1,10
-6.27,-1.84,8.45,0,1,10
-5.23,-1.51,9.27,0,1,10
-5.63,-1.77,9.34,0,1,10
-5.42,-0.74,7.94,0,1,10
-5.5,-0.8,8.21,0,1,10
-5.03,-1.52,8.43,0,1,10
-4.89,-1.5,8.33,0,1,10
-4.51,-0.96,7.75,0,1,10
-4.35,-0.3,8.0,0,1,10
-4.19,-0.05,8.71,0,1,10
-5.33,-0.02,6.34,0,1,10
-5.55,-0.23,4.92,0,1,10
-4.91,-0.81,5.88,0,1,10
-4.67,-0.62,7.09,0,1,10
-6.06,0.08,9.35,0,1,10
-4.81,-0.36,7.35,0,1,10
-5.63,0.05,7.97,0,1,10
-5.77,-0.08,7.02,0,1,10
-5.73,-0.03,6.92,0,1,10
-5.81,-0.12,7.7,0,1,10
-5.53,0.27,7.4,0,1,10
-5.66,0.74,7.81,0,1,10
-5.8,1.5,8.61,0,1,10
-6.24,0.94,7.85,0,1,10
-6.14,0.41,6.71,0,1,10
-5.48,1.57,7.51,0,1,10
-5.03,2.62,8.26,0,1,10
-5.73,2.6,7.56,0,1,10
-5.39,2.56,6.21,0,1,10
-5.58,3.93,7.26,0,1,10
-4.95,4.32,8.07,0,1,10
-5.43,3.62,6.89,0,1,10
-4.55,3.5,6.67,0,1,10
-6.27,4.35,6.83,0,1,10
-4.85,5.16,7.02,0,1,10
-5.03,5.14,6.76,0,1,10
-5.58,5.46,6.42,0,1,10
-5.65,5.49,6.24,0,1,10
-5.51,4.79,5.65,0,1,10
-5.55,4.39,5.7,0,1,10
-5.98,4.81,5.66,0,1,10
-6.36,5.5,5.12,0,1,10
-6.5,5.31,5.34,0,1,10
-6.22,5.26,5.33,0,1,10
-6.19,5.24,4.73,0,1,10
-6.56,5.25,4.74,0,1,10
-6.05,5.69,5.23,0,1,10
-6.48,6.94,4.29,0,1,10
-6.58,7.12,4.19,0,1,10
-6.5,6.58,4.7,0,1,10
-6.26,6.42,4.41,0,1,10
-6.15,6.86,3.91,0,1,10
-6.72,7.0,3.75,0,1,10
-6.69,7.1,4.42,0,1,10
-6.46,7.22,3.9,0,1,10
-7.79,4.21,-5.72,1,2,1
-7.19,3.87,-5.01,1,2,1
-7.25,2.23,-5.99,1,2,1
-6.89,3.19,-4.87,1,2,1
-6.88,4.87,-4.11,1,2,1
-6.99,4.82,-4.33,1,2,1
-6.84,3.6,-4.88,0,2,1
-6.23,2.66,-6.58,0,2,1
-6.77,2.79,-6.93,0,2,1
-6.54,3.32,-5.82,0,2,1
-6.13,3.01,-5.25,0,2,1
-6.81,3.67,-5.67,0,2,1
-6.79,4.02,-5.78,0,2,1
-6.68,4.08,-5.67,0,2,1
-6.9,3.36,-5.87,0,2,1
-7.22,2.72,-6.01,0,2,1
-6.79,2.1,-6.02,0,2,1
-6.74,1.51,-6.47,0,2,1
-6.23,0.8,-5.88,0,2,1
-6.93,0.42,-6.11,0,2,1
-6.68,0.82,-7.49,0,2,1
-4.9,2.47,-4.91,0,2,1
-3.77,3.45,-3.32,0,2,1
-4.27,3.78,-2.74,0,2,1
-5.35,4.33,-4.36,0,2,1
-4.81,4.3,-3.66,0,2,1
-4.36,3.63,-2.71,0,2,1
-2.53,3.38,-0.62,0,2,1
-4.07,3.22,-2.88,0,2,1
-4.95,0.19,-5.87,0,2,1
-4.5,-1.94,-6.29,0,2,1
-5.48,-1.49,-6.5,0,2,1
-5.34,0.32,-3.61,0,2,1
-6.96,1.32,-3.11,0,2,1
-6.96,1.61,-3.56,0,2,1
-10.06,-0.59,-3.0,0,2,1
-12.75,-3.94,-6.88,0,2,1
-11.68,-7.47,-10.86,0,2,1
-12.4,-13.1,-11.64,0,2,1
-13.45,-12.95,-12.66,0,2,1
-12.25,-7.76,-11.64,0,2,1
-9.43,-0.65,-6.6,0,2,1
-10.35,6.12,-2.66,0,2,1
-10.16,12.49,5.7,0,2,1
-5.22,14.48,10.22,0,2,1
-11.67,9.98,11.41,0,2,1
-15.11,6.1,4.52,0,2,1
-5.14,0.59,14.34,0,2,1
-2.44,-1.45,18.21,0,2,1
-2.5,-0.04,19.62,0,2,1
-3.1,1.01,19.62,0,2,1
-2.64,1.08,19.62,0,2,1
-0.76,-2.25,19.62,0,2,1
-0.39,-3.51,17.5,0,2,1
-1.96,0.74,14.79,0,2,1
-2.18,0.46,12.61,0,2,1
0.08,-2.24,9.91,0,2,1
0.87,-2.28,8.62,0,2,1
-0.59,-0.79,6.36,0,2,1
0.3,0.67,5.44,0,2,1
0.56,1.11,5.85,0,2,1
-0.12,0.43,4.5,0,2,1
-0.65,-1.4,3.11,0,2,1
0.04,-2.4,3.07,0,2,1
0.12,-3.35,3.71,0,2,1
-0.17,-3.42,4.62,0,2,1
-0.03,-3.65,5.72,0,2,1
-1.13,-3.52,6.36,0,2,1
-3.65,-3.83,7.19,0,2,1
-4.39,-4.7,8.55,0,2,1
-5.05,-5.48,9.32,0,2,1
-5.25,-6.28,9.56,0,2,1
-7.11,-6.56,9.17,0,2,1
-7.95,-6.6,9.41,0,2,1
-7.66,-6.56,8.27,0,2,1
-7.59,-6.1,8.34,0,2,1
-7.53,-5.24,7.55,0,2,1
-7.46,-4.59,6.61,0,2,1
-6.81,-4.15,5.96,0,2,1
-6.55,-3.91,5.56,0,2,1
-6.76,-3.8,5.09,0,2,1
-5.93,-3.86,5.19,0,2,1
-5.86,-3.34,4.88,0,2,1
-5.54,-3.08,4.86,0,2,1
-5.31,-2.8,5.2,0,2,1
-5.15,-3.15,5.06,0,2,1
-5.31,-3.52,4.84,0,2,1
-5.53,-3.8,4.84,0,2,1
-5.71,-4.24,5.51,0,2,1
-5.39,-4.9,6.42,0,2,1
-5.36,-5.56,6.67,0,2,1
-5.13,-5.76,6.72,0,2,1
-5.16,-5.55,6.72,0,2,1
-5.08,-5.09,7.08,0,2,1
-4.72,-4.67,7.67,0,2,1
-4.91,-4.44,7.54,0,2,1
-5.02,-4.49,7.46,0,2,1
-5.03,-4.39,7.52,0,2,1
-4.67,-4.15,7.62,0,2,1
-4.44,-3.69,7.96,0,2,1
-6.99,4.82,-4.33,1,2,2
-6.84,3.6,-4.88,0,2,2
-6.23,2.66,-6.58,0,2,2
-6.77,2.79,-6.93,0,2,2
-6.54,3.32,-5.82,0,2,2
-6.13,3.01,-5.25,0,2,2
-6.81,3.67,-5.67,0,2,2
-6.79,4.02,-5.78,0,2,2
-6.68,4.08,-5.67,0,2,2
-6.9,3.36,-5.87,0,2,2
-7.22,2.72,-6.01,0,2,2
-6.79,2.1,-6.02,0,2,2
-6.74,1.51,-6.47,0,2,2
-6.23,0.8,-5.88,0,2,2
-6.93,0.42,-6.11,0,2,2
-6.68,0.82,-7.49,0,2,2
-4.9,2.47,-4.91,0,2,2
-3.77,3.45,-3.32,0,2,2
-4.27,3.78,-2.74,0,2,2
-5.35,4.33,-4.36,0,2,2
-4.81,4.3,-3.66,0,2,2
-4.36,3.63,-2.71,0,2,2
-2.53,3.38,-0.62,0,2,2
-4.07,3.22,-2.88,0,2,2
-4.95,0.19,-5.87,0,2,2
-4.5,-1.94,-6.29,0,2,2
-5.48,-1.49,-6.5,0,2,2
-5.34,0.32,-3.61,0,2,2
-6.96,1.32,-3.11,0,2,2
-6.96,1.61,-3.56,0,2,2
-10.06,-0.59,-3.0,0,2,2
-12.75,-3.94,-6.88,0,2,2
-11.68,-7.47,-10.86,0,2,2
-12.4,-13.1,-11.64,0,2,2
-13.45,-12.95,-12.66,0,2,2
-12.25,-7.76,-11.64,0,2,2
-9.43,-0.65,-6.6,0,2,2
-10.35,6.12,-2.66,0,2,2
-10.16,12.49,5.7,0,2,2
-5.22,14.48,10.22,0,2,2
-11.67,9.98,11.41,0,2,2
-15.11,6.1,4.52,0,2,2
-5.14,0.59,14.34,0,2,2
-2.44,-1.45,18.21,0,2,2
-2.5,-0.04,19.62,0,2,2
-3.1,1.01,19.62,0,2,2
-2.64,1.08,19.62,0,2,2
-0.76,-2.25,19.62,0,2,2
-0.39,-3.51,17.5,0,2,2
-1.96,0.74,14.79,0,2,2
-2.18,0.46,12.61,0,2,2
0.08,-2.24,9.91,0,2,2
0.87,-2.28,8.62,0,2,2
-0.59,-0.79,6.36,0,2,2
0.3,0.67,5.44,0,2,2
0.56,1.11,5.85,0,2,2
-0.12,0.43,4.5,0,2,2
-0.65,-1.4,3.11,0,2,2
0.04,-2.4,3.07,0,2,2
0.12,-3.35,3.71,0,2,2
-0.17,-3.42,4.62,0,2,2
-0.03,-3.65,5.72,0,2,2
-1.13,-3.52,6.36,0,2,2
-3.65,-3.83,7.19,0,2,2
-4.39,-4.7,8.55,0,2,2
-5.05,-5.48,9.32,0,2,2
-5.25,-6.28,9.56,0,2,2
-7.11,-6.56,9.17,0,2,2
-7.95,-6.6,9.41,0,2,2
-7.66,-6.56,8.27,0,2,2
-7.59,-6.1,8.34,0,2,2
-7.53,-5.24,7.55,0,2,2
-7.46,-4.59,6.61,0,2,2
-6.81,-4.15,5.96,0,2,2
-6.55,-3.91,5.56,0,2,2
-6.76,-3.8,5.09,0,2,2
-5.93,-3.86,5.19,0,2,2
-5.86,-3.34,4.88,0,2,2
-5.54,-3.08,4.86,0,2,2
-5.31,-2.8,5.2,0,2,2
-5.15,-3.15,5.06,0,2,2
-5.31,-3.52,4.84,0,2,2
-5.53,-3.8,4.84,0,2,2
-5.71,-4.24,5.51,0,2,2
-5.39,-4.9,6.42,0,2,2
-5.36,-5.56,6.67,0,2,2
-5.13,-5.76,6.72,0,2,2
-5.16,-5.55,6.72,0,2,2
-5.08,-5.09,7.08,0,2,2
-4.72,-4.67,7.67,0,2,2
-4.91,-4.44,7.54,0,2,2
-5.02,-4.49,7.46,0,2,2
-5.03,-4.39,7.52,0,2,2
-4.67,-4.15,7.62,0,2,2
-4.44,-3.69,7.96,0,2,2
-3.76,-3.28,8.37,0,2,2
-3.98,-3.23,8.28,0,2,2
-4.34,-3.59,7.86,0,2,2
-4.85,-3.82,6.67,0,2,2
-4.8,-3.84,6.57,0,2,2
-6.13,3.01,-5.25,0,2,3
-6.81,3.67,-5.67,0,2,3
-6.79,4.02,-5.78,0,2,3
-6.68,4.08,-5.67,0,2,3
-6.9,3.36,-5.87,0,2,3
-7.22,2.72,-6.01,0,2,3
-6.79,2.1,-6.02,0,2,3
-6.74,1.51,-6.47,0,2,3
-6.23,0.8,-5.88,0,2,3
-6.93,0.42,-6.11,0,2,3
-6.68,0.82,-7.49,0,2,3
-4.9,2.47,-4.91,0,2,3
-3.77,3.45,-3.32,0,2,3
-4.27,3.78,-2.74,0,2,3
-5.35,4.33,-4.36,0,2,3
-4.81,4.3,-3.66,0,2,3
-4.36,3.63,-2.71,0,2,3
-2.53,3.38,-0.62,0,2,3
-4.07,3.22,-2.88,0,2,3
-4.95,0.19,-5.87,0,2,3
-4.5,-1.94,-6.29,0,2,3
-5.48,-1.49,-6.5,0,2,3
-5.34,0.32,-3.61,0,2,3
-6.96,1.32,-3.11,0,2,3
-6.96,1.61,-3.56,0,2,3
-10.06,-0.59,-3.0,0,2,3
-12.75,-3.94,-6.88,0,2,3
-11.68,-7.47,-10.86,0,2,3
-12.4,-13.1,-11.64,0,2,3
-13.45,-12.95,-12.66,0,2,3
-12.25,-7.76,-11.64,0,2,3
-9.43,-0.65,-6.6,0,2,3
-10.35,6.12,-2.66,0,2,3
-10.16,12.49,5.7,0,2,3
-5.22,14.48,10.22,0,2,3
-11.67,9.98,11.41,0,2,3
-15.11,6.1,4.52,0,2,3
-5.14,0.59,14.34,0,2,3
-2.44,-1.45,18.21,0,2,3
-2.5,-0.04,19.62,0,2,3
-3.1,1.01,19.62,0,2,3
-2.64,1.08,19.62,0,2,3
-0.76,-2.25,19.62,0,2,3
-0.39,-3.51,17.5,0,2,3
-1.96,0.74,14.79,0,2,3
-2.18,0.46,12.61,0,2,3
0.08,-2.24,9.91,0,2,3
0.87,-2.28,8.62,0,2,3
-0.59,-0.79,6.36,0,2,3
0.3,0.67,5.44,0,2,3
0.56,1.11,5.85,0,2,3
-0.12,0.43,4.5,0,2,3
-0.65,-1.4,3.11,0,2,3
0.04,-2.4,3.07,0,2,3
0.12,-3.35,3.71,0,2,3
-0.17,-3.42,4.62,0,2,3
-0.03,-3.65,5.72,0,2,3
-1.13,-3.52,6.36,0,2,3
-3.65,-3.83,7.19,0,2,3
-4.39,-4.7,8.55,0,2,3
-5.05,-5.48,9.32,0,2,3
-5.25,-6.28,9.56,0,2,3
-7.11,-6.56,9.17,0,2,3
-7.95,-6.6,9.41,0,2,3
-7.66,-6.56,8.27,0,2,3
-7.59,-6.1,8.34,0,2,3
-7.53,-5.24,7.55,0,2,3
-7.46,-4.59,6.61,0,2,3
-6.81,-4.15,5.96,0,2,3
-6.55,-3.91,5.56,0,2,3
-6.76,-3.8,5.09,0,2,3
-5.93,-3.86,5.19,0,2,3
-5.86,-3.34,4.88,0,2,3
-5.54,-3.08,4.86,0,2,3
-5.31,-2.8,5.2,0,2,3
-5.15,-3.15,5.06,0,2,3
-5.31,-3.52,4.84,0,2,3
-5.53,-3.8,4.84,0,2,3
-5.71,-4.24,5.51,0,2,3
-5.39,-4.9,6.42,0,2,3
-5.36,-5.56,6.67,0,2,3
-5.13,-5.76,6.72,0,2,3
-5.16,-5.55,6.72,0,2,3
-5.08,-5.09,7.08,0,2,3
-4.72,-4.67,7.67,0,2,3
-4.91,-4.44,7.54,0,2,3
-5.02,-4.49,7.46,0,2,3
-5.03,-4.39,7.52,0,2,3
-4.67,-4.15,7.62,0,2,3
-4.44,-3.69,7.96,0,2,3
-3.76,-3.28,8.37,0,2,3
-3.98,-3.23,8.28,0,2,3
-4.34,-3.59,7.86,0,2,3
-4.85,-3.82,6.67,0,2,3
-4.8,-3.84,6.57,0,2,3
-4.48,-3.91,7.33,0,2,3
-3.95,-3.9,6.9,0,2,3
-4.51,-3.81,6.59,0,2,3
-4.13,-3.91,6.87,0,2,3
-4.65,-3.58,7.1,0,2,3
-7.22,2.72,-6.01,0,2,4
-6.79,2.1,-6.02,0,2,4
-6.74,1.51,-6.47,0,2,4
-6.23,0.8,-5.88,0,2,4
-6.93,0.42,-6.11,0,2,4
-6.68,0.82,-7.49,0,2,4
-4.9,2.47,-4.91,0,2,4
-3.77,3.45,-3.32,0,2,4
-4.27,3.78,-2.74,0,2,4
-5.35,4.33,-4.36,0,2,4
-4.81,4.3,-3.66,0,2,4
-4.36,3.63,-2.71,0,2,4
-2.53,3.38,-0.62,0,2,4
-4.07,3.22,-2.88,0,2,4
-4.95,0.19,-5.87,0,2,4
-4.5,-1.94,-6.29,0,2,4
-5.48,-1.49,-6.5,0,2,4
-5.34,0.32,-3.61,0,2,4
-6.96,1.32,-3.11,0,2,4
-6.96,1.61,-3.56,0,2,4
-10.06,-0.59,-3.0,0,2,4
-12.75,-3.94,-6.88,0,2,4
-11.68,-7.47,-10.86,0,2,4
-12.4,-13.1,-11.64,0,2,4
-13.45,-12.95,-12.66,0,2,4
-12.25,-7.76,-11.64,0,2,4
-9.43,-0.65,-6.6,0,2,4
-10.35,6.12,-2.66,0,2,4
-10.16,12.49,5.7,0,2,4
-5.22,14.48,10.22,0,2,4
-11.67,9.98,11.41,0,2,4
-15.11,6.1,4.52,0,2,4
-5.14,0.59,14.34,0,2,4
-2.44,-1.45,18.21,0,2,4
-2.5,-0.04,19.62,0,2,4
-3.1,1.01,19.62,0,2,4
-2.64,1.08,19.62,0,2,4
-0.76,-2.25,19.62,0,2,4
-0.39,-3.51,17.5,0,2,4
-1.96,0.74,14.79,0,2,4
-2.18,0.46,12.61,0,2,4
0.08,-2.24,9.91,0,2,4
0.87,-2.28,8.62,0,2,4
-0.59,-0.79,6.36,0,2,4
0.3,0.67,5.44,0,2,4
0.56,1.11,5.85,0,2,4
-0.12,0.43,4.5,0,2,4
-0.65,-1.4,3.11,0,2,4
0.04,-2.4,3.07,0,2,4
0.12,-3.35,3.71,0,2,4
-0.17,-3.42,4.62,0,2,4
-0.03,-3.65,5.72,0,2,4
-1.13,-3.52,6.36,0,2,4
-3.65,-3.83,7.19,0,2,4
-4.39,-4.7,8.55,0,2,4
-5.05,-5.48,9.32,0,2,4
-5.25,-6.28,9.56,0,2,4
-7.11,-6.56,9.17,0,2,4
-7.95,-6.6,9.41,0,2,4
-7.66,-6.56,8.27,0,2,4
-7.59,-6.1,8.34,0,2,4
-7.53,-5.24,7.55,0,2,4
-7.46,-4.59,6.61,0,2,4
-6.81,-4.15,5.96,0,2,4
-6.55,-3.91,5.56,0,2,4
-6.76,-3.8,5.09,0,2,4
-5.93,-3.86,5.19,0,2,4
-5.86,-3.34,4.88,0,2,4
-5.54,-3.08,4.86,0,2,4
-5.31,-2.8,5.2,0,2,4
-5.15,-3.15,5.06,0,2,4
-5.31,-3.52,4.84,0,2,4
-5.53,-3.8,4.84,0,2,4
-5.71,-4.24,5.51,0,2,4
-5.39,-4.9,6.42,0,2,4
-5.36,-5.56,6.67,0,2,4
-5.13,-5.76,6.72,0,2,4
-5.16,-5.55,6.72,0,2,4
-5.08,-5.09,7.08,0,2,4
-4.72,-4.67,7.67,0,2,4
-4.91,-4.44,7.54,0,2,4
-5.02,-4.49,7.46,0,2,4
-5.03,-4.39,7.52,0,2,4
-4.67,-4.15,7.62,0,2,4
-4.44,-3.69,7.96,0,2,4
-3.76,-3.28,8.37,0,2,4
-3.98,-3.23,8.28,0,2,4
-4.34,-3.59,7.86,0,2,4
-4.85,-3.82,6.67,0,2,4
-4.8,-3.84,6.57,0,2,4
-4.48,-3.91,7.33,0,2,4
-3.95,-3.9,6.9,0,2,4
-4.51,-3.81,6.59,0,2,4
-4.13,-3.91,6.87,0,2,4
-4.65,-3.58,7.1,0,2,4
-5.35,-3.09,6.9,0,2,4
-5.37,-2.93,7.21,0,2,4
-6.01,-3.68,6.74,0,2,4
-5.56,-4.39,7.05,0,2,4
-5.88,-3.95,7.34,0,2,4
-6.68,0.82,-7.49,0,2,5
-4.9,2.47,-4.91,0,2,5
-3.77,3.45,-3.32,0,2,5
-4.27,3.78,-2.74,0,2,5
-5.35,4.33,-4.36,0,2,5
-4.81,4.3,-3.66,0,2,5
-4.36,3.63,-2.71,0,2,5
-2.53,3.38,-0.62,0,2,5
-4.07,3.22,-2.88,0,2,5
-4.95,0.19,-5.87,0,2,5
