timestamp,Accel_X,Accel_Y,Accel_Z,Fall_Indicator,Event_ID,Window_Number
17120,-12.25,-7.76,-11.64,0,2,9
17140,-9.43,-0.65,-6.6,0,2,9
17160,-10.35,6.12,-2.66,0,2,9
17180,-10.16,12.49,5.7,0,2,9
17200,-5.22,14.48,10.22,0,2,9
17220,-11.67,9.98,11.41,0,2,9
17240,-15.11,6.1,4.52,0,2,9
17260,-5.14,0.59,14.34,0,2,9
17280,-2.44,-1.45,18.21,0,2,9
17300,-2.5,-0.04,19.62,0,2,9
17320,-3.1,1.01,19.62,0,2,9
17340,-2.64,1.08,19.62,0,2,9
17360,-0.76,-2.25,19.62,0,2,9
17380,-0.39,-3.51,17.5,0,2,9
17400,-1.96,0.74,14.79,0,2,9
17420,-2.18,0.46,12.61,0,2,9
17440,0.08,-2.24,9.91,0,2,9
17460,0.87,-2.28,8.62,0,2,9
17480,-0.59,-0.79,6.36,0,2,9
17500,0.3,0.67,5.44,0,2,9
17520,0.56,1.11,5.85,0,2,9
17540,-0.12,0.43,4.5,0,2,9
17560,-0.65,-1.4,3.11,0,2,9
17580,0.04,-2.4,3.07,0,2,9
17600,0.12,-3.35,3.71,0,2,9
17620,-0.17,-3.42,4.62,0,2,9
17640,-0.03,-3.65,5.72,0,2,9
17660,-1.13,-3.52,6.36,0,2,9
17680,-3.65,-3.83,7.19,0,2,9
17700,-4.39,-4.7,8.55,0,2,9
17720,-5.05,-5.48,9.32,0,2,9
17740,-5.25,-6.28,9.56,0,2,9
17760,-7.11,-6.56,9.17,0,2,9
17780,-7.95,-6.6,9.41,0,2,9
17800,-7.66,-6.56,8.27,0,2,9
17820,-7.59,-6.1,8.34,0,2,9
17840,-7.53,-5.24,7.55,0,2,9
17860,-7.46,-4.59,6.61,0,2,9
17880,-6.81,-4.15,5.96,0,2,9
17900,-6.55,-3.91,5.56,0,2,9
17920,-6.76,-3.8,5.09,0,2,9
17940,-5.93,-3.86,5.19,0,2,9
17960,-5.86,-3.34,4.88,0,2,9
17980,-5.54,-3.08,4.86,0,2,9
18000,-5.31,-2.8,5.2,0,2,9
18020,-5.15,-3.15,5.06,0,2,9
18040,-5.31,-3.52,4.84,0,2,9
18060,-5.53,-3.8,4.84,0,2,9
18080,-5.71,-4.24,5.51,0,2,9
18100,-5.39,-4.9,6.42,0,2,9
18120,-5.36,-5.56,6.67,0,2,9
18140,-5.13,-5.76,6.72,0,2,9
18160,-5.16,-5.55,6.72,0,2,9
18180,-5.08,-5.09,7.08,0,2,9
18200,-4.72,-4.67,7.67,0,2,9
18220,-4.91,-4.44,7.54,0,2,9
18240,-5.02,-4.49,7.46,0,2,9
18260,-5.03,-4.39,7.52,0,2,9
18280,-4.67,-4.15,7.62,0,2,9
18300,-4.44,-3.69,7.96,0,2,9
18320,-3.76,-3.28,8.37,0,2,9
18340,-3.98,-3.23,8.28,0,2,9
18360,-4.34,-3.59,7.86,0,2,9
18380,-4.85,-3.82,6.67,0,2,9
18400,-4.8,-3.84,6.57,0,2,9
18420,-4.48,-3.91,7.33,0,2,9
18440,-3.95,-3.9,6.9,0,2,9
18460,-4.51,-3.81,6.59,0,2,9
18480,-4.13,-3.91,6.87,0,2,9
18500,-4.65,-3.58,7.1,0,2,9
18520,-5.35,-3.09,6.9,0,2,9
18540,-5.37,-2.93,7.21,0,2,9
18560,-6.01,-3.68,6.74,0,2,9
18580,-5.56,-4.39,7.05,0,2,9
18600,-5.88,-3.95,7.34,0,2,9
18620,-6.22,-2.45,7.32,0,2,9
18640,-6.71,-1.77,7.0,0,2,9
18660,-6.39,-1.84,6.87,0,2,9
18680,-7.84,-2.32,6.56,0,2,9
18700,-7.08,-2.19,6.61,0,2,9
18720,-7.63,-0.93,6.28,0,2,9
18740,-7.75,0.16,6.37,0,2,9
18760,-7.63,0.42,6.56,0,2,9
18780,-7.17,0.27,7.33,0,2,9
18800,-7.95,0.54,6.69,0,2,9
18820,-8.69,1.21,6.67,0,2,9
18840,-9.33,0.84,7.19,0,2,9
18860,-8.82,1.08,7.22,0,2,9
18880,-8.84,1.51,6.91,0,2,9
18900,-9.13,1.26,6.55,0,2,9
18920,-8.98,1.48,6.27,0,2,9
18940,-8.95,1.5,6.63,0,2,9
18960,-9.21,0.87,5.76,0,2,9
18980,-9.2,1.16,4.83,0,2,9
19000,-8.92,0.93,4.89,0,2,9
19020,-8.31,0.97,4.56,0,2,9
19040,-8.75,0.64,4.04,0,2,9
19060,-8.81,-0.72,3.44,0,2,9
19080,-8.26,-1.87,3.09,0,2,9
19100,-7.73,-2.32,2.63,0,2,9
