timestamp,Accel_X,Accel_Y,Accel_Z,Fall_Indicator,Label,Event_ID,Window_Number
125000,-9.06,-0.14,-2.61,0,0,1,126
125020,-9.3,0.34,-3.04,0,0,1,126
125040,-9.42,0.39,-3.57,0,0,1,126
125060,-9.16,-0.06,-3.5,0,0,1,126
125080,-8.83,-0.24,-2.76,0,0,1,126
125100,-8.91,0.03,-3.08,0,0,1,126
125120,-9.41,0.12,-3.67,0,0,1,126
125140,-9.1,0.1,-2.41,0,0,1,126
125160,-9.15,-0.11,-3.15,0,0,1,126
125180,-8.84,-0.14,-3.02,0,0,1,126
125200,-9.01,-0.13,-3.43,0,0,1,126
125220,-9.18,0.18,-3.61,0,0,1,126
125240,-8.94,-0.13,-3.47,0,0,1,126
125260,-9.16,-0.27,-3.94,0,0,1,126
125280,-8.98,-0.04,-3.95,0,0,1,126
125300,-8.68,-0.97,-3.12,0,0,1,126
125320,-9.39,-0.53,-4.77,0,0,1,126
125340,-9.33,0.05,-4.05,0,0,1,126
125360,-9.11,0.69,-3.7,0,0,1,126
125380,-8.05,0.21,-2.0,0,0,1,126
125400,-8.88,0.03,-3.59,0,0,1,126
125420,-9.25,0.17,-4.17,0,0,1,126
125440,-9.24,0.13,-3.9,0,0,1,126
125460,-9.12,0.01,-3.75,0,0,1,126
125480,-8.99,0.05,-3.5,0,0,1,126
125500,-9.01,-0.01,-3.7,0,0,1,126
125520,-8.94,-0.16,-3.61,0,0,1,126
125540,-8.97,-0.12,-3.57,0,0,1,126
125560,-9.1,-0.13,-3.64,0,0,1,126
125580,-9.1,-0.11,-3.73,0,0,1,126
125600,-8.98,-0.06,-3.72,0,0,1,126
125620,-9.02,-0.01,-3.62,0,0,1,126
125640,-9.15,-0.08,-3.65,0,0,1,126
125660,-8.92,-0.18,-3.69,0,0,1,126
125680,-8.91,-0.06,-3.6,0,0,1,126
125700,-9.14,-0.05,-3.62,0,0,1,126
125720,-8.89,-0.13,-3.71,0,0,1,126
125740,-8.92,-0.3,-3.73,0,0,1,126
125760,-9.2,-0.45,-3.61,0,0,1,126
125780,-8.86,-0.49,-3.48,0,0,1,126
125800,-8.82,-0.31,-3.51,0,0,1,126
125820,-8.94,-0.2,-3.63,0,0,1,126
125840,-8.85,-0.17,-3.73,0,0,1,126
125860,-8.93,-0.13,-3.9,0,0,1,126
125880,-8.75,-0.2,-4.01,0,0,1,126
125900,-8.66,-0.31,-4.46,0,0,1,126
125920,-8.94,-0.37,-4.73,0,0,1,126
125940,-8.77,-0.4,-4.49,0,0,1,126
125960,-8.7,-0.17,-3.75,0,0,1,126
125980,-8.73,0.24,-3.61,0,0,1,126
126000,-8.8,0.12,-4.48,0,0,1,126
126020,-8.44,-0.37,-5.34,0,0,1,126
126040,-8.42,-0.79,-5.33,0,0,1,126
126060,-8.44,-0.85,-5.05,0,0,1,126
126080,-8.63,0.1,-4.48,0,0,1,126
126100,-8.51,1.16,-4.36,0,0,1,126
126120,-8.77,1.7,-4.32,0,0,1,126
126140,-9.02,1.37,-4.81,0,0,1,126
126160,-9.0,0.92,-4.85,0,0,1,126
126180,-8.98,0.5,-4.59,0,0,1,126
126200,-8.98,0.33,-4.2,0,0,1,126
126220,-8.6,0.2,-4.13,0,0,1,126
126240,-8.48,0.34,-4.23,0,0,1,126
126260,-8.63,0.8,-4.3,0,0,1,126
126280,-8.51,1.16,-4.52,0,0,1,126
126300,-8.5,1.32,-4.66,0,0,1,126
126320,-8.56,1.23,-4.87,0,0,1,126
126340,-8.39,1.12,-4.93,0,0,1,126
126360,-8.27,1.06,-4.86,0,0,1,126
126380,-8.17,1.0,-5.04,0,0,1,126
126400,-8.27,0.62,-5.28,0,0,1,126
126420,-8.04,0.54,-5.48,0,0,1,126
126440,-7.92,0.35,-5.57,0,0,1,126
126460,-7.72,0.06,-5.61,0,0,1,126
126480,-9.24,-0.67,-4.9,0,0,1,126
126500,-9.18,0.61,-3.17,0,0,1,126
126520,-9.75,1.56,-3.85,0,0,1,126
126540,-11.49,0.76,-4.5,0,0,1,126
126560,-11.69,-0.63,-5.75,0,0,1,126
126580,-11.07,-2.05,-6.5,0,0,1,126
126600,-10.25,-2.59,-5.86,0,0,1,126
126620,-9.07,-2.19,-4.25,0,0,1,126
126640,-8.73,-1.68,-3.18,0,0,1,126
126660,-8.53,-1.75,-2.1,0,0,1,126
126680,-7.83,-2.39,-1.49,0,0,1,126
126700,-7.53,-3.08,-1.52,0,0,1,126
126720,-7.04,-3.37,-1.33,0,0,1,126
126740,-7.23,-3.09,-1.2,0,0,1,126
126760,-8.49,-2.21,-2.02,0,0,1,126
126780,-10.27,-1.38,-3.79,0,0,1,126
126800,-11.48,-0.97,-4.56,0,0,1,126
126820,-11.1,-1.14,-4.64,0,0,1,126
126840,-9.45,-1.71,-3.39,0,0,1,126
126860,-8.29,-2.24,-2.1,0,0,1,126
126880,-8.3,-2.41,-1.99,0,0,1,126
126900,-8.44,-1.74,-2.91,0,0,1,126
126920,-9.34,-1.3,-3.78,0,0,1,126
126940,-8.53,-0.71,-3.99,0,0,1,126
126960,-8.22,-1.1,-3.32,0,0,1,126
126980,-7.67,-1.53,-2.49,0,0,1,126
