timestamp,Accel_X,Accel_Y,Accel_Z,Fall_Indicator,Event_ID,Window_Number
28000,2.46,-9.24,-0.85,0,3,10
28020,2.66,-9.49,-0.63,0,3,10
28040,1.28,-8.62,-0.8,0,3,10
28060,0.82,-8.84,-1.05,0,3,10
28080,1.37,-9.94,-0.69,0,3,10
28100,1.17,-10.08,-2.03,0,3,10
28120,1.53,-9.7,-1.31,0,3,10
28140,1.48,-9.62,-1.11,0,3,10
28160,1.14,-8.77,-1.11,0,3,10
28180,0.88,-9.31,-1.84,0,3,10
28200,0.93,-9.59,-2.04,0,3,10
28220,1.13,-9.71,-2.23,0,3,10
28240,1.14,-9.7,-2.12,0,3,10
28260,1.45,-9.49,-2.01,0,3,10
28280,1.48,-9.38,-2.24,0,3,10
28300,2.05,-10.77,-3.21,0,3,10
28320,3.34,-11.71,-3.52,0,3,10
28340,1.42,-10.88,-4.92,0,3,10
28360,2.12,-8.9,-3.68,0,3,10
28380,2.21,-7.58,-2.61,0,3,10
28400,1.01,-7.31,-3.23,0,3,10
28420,1.78,-8.67,-3.09,0,3,10
28440,2.1,-9.98,-3.71,0,3,10
28460,2.26,-10.09,-4.26,0,3,10
28480,2.15,-9.54,-4.21,0,3,10
28500,2.13,-8.8,-3.66,0,3,10
28520,2.4,-8.52,-3.18,0,3,10
28540,2.4,-8.82,-3.3,0,3,10
28560,2.17,-9.41,-3.63,0,3,10
28580,2.14,-9.51,-3.54,0,3,10
28600,2.25,-9.24,-3.31,0,3,10
28620,2.09,-8.98,-3.35,0,3,10
28640,1.9,-8.88,-3.33,0,3,10
28660,1.97,-9.02,-3.33,0,3,10
28680,1.83,-9.07,-3.14,0,3,10
28700,1.9,-9.22,-3.23,0,3,10
28720,1.85,-9.34,-3.39,0,3,10
28740,2.04,-9.31,-3.18,0,3,10
28760,1.94,-9.14,-3.01,0,3,10
28780,2.03,-9.13,-3.02,0,3,10
28800,1.93,-9.26,-3.16,0,3,10
28820,1.87,-9.29,-3.29,0,3,10
28840,1.84,-9.32,-3.3,0,3,10
28860,1.99,-9.22,-3.14,0,3,10
28880,1.96,-9.23,-3.1,0,3,10
28900,1.88,-9.32,-3.16,0,3,10
28920,1.92,-9.23,-3.19,0,3,10
28940,1.97,-9.19,-2.89,0,3,10
28960,1.95,-9.18,-3.15,0,3,10
28980,1.96,-9.28,-3.12,0,3,10
29000,1.99,-9.29,-3.05,0,3,10
29020,1.97,-9.19,-3.12,0,3,10
29040,2.0,-9.26,-3.1,0,3,10
29060,1.89,-9.21,-3.34,0,3,10
29080,2.02,-9.26,-2.98,0,3,10
29100,2.05,-9.33,-3.02,0,3,10
29120,1.94,-9.21,-3.02,0,3,10
29140,2.07,-9.24,-2.97,0,3,10
29160,2.05,-9.22,-3.05,0,3,10
29180,2.07,-9.24,-3.06,0,3,10
29200,1.97,-9.21,-3.09,0,3,10
29220,2.04,-9.29,-3.14,0,3,10
29240,1.99,-9.24,-3.09,0,3,10
29260,2.03,-9.16,-3.04,0,3,10
29280,2.01,-9.13,-3.11,0,3,10
29300,1.96,-9.35,-3.15,0,3,10
29320,2.06,-9.38,-2.89,0,3,10
29340,1.91,-9.25,-3.04,0,3,10
29360,1.93,-9.2,-3.21,0,3,10
29380,2.02,-9.28,-3.08,0,3,10
29400,2.05,-9.33,-3.02,0,3,10
29420,1.98,-9.28,-3.06,0,3,10
29440,1.85,-9.22,-3.22,0,3,10
29460,1.93,-9.22,-3.13,0,3,10
29480,1.95,-9.23,-3.0,0,3,10
29500,1.92,-9.28,-3.12,0,3,10
29520,1.92,-9.25,-3.07,0,3,10
29540,1.97,-9.27,-3.03,0,3,10
29560,1.98,-9.21,-2.86,0,3,10
29580,2.02,-9.24,-2.95,0,3,10
29600,1.96,-9.19,-3.12,0,3,10
29620,2.03,-9.25,-3.05,0,3,10
29640,1.9,-9.38,-3.08,0,3,10
29660,2.01,-9.3,-3.1,0,3,10
29680,2.07,-9.2,-2.96,0,3,10
29700,2.03,-9.23,-3.02,0,3,10
29720,2.05,-9.3,-3.05,0,3,10
29740,2.07,-9.3,-3.1,0,3,10
29760,2.04,-9.22,-3.18,0,3,10
29780,2.02,-9.24,-2.98,0,3,10
29800,2.01,-9.23,-3.04,0,3,10
29820,1.97,-9.24,-3.07,0,3,10
29840,1.98,-9.3,-2.99,0,3,10
29860,2.0,-9.22,-2.97,0,3,10
29880,1.96,-9.25,-3.02,0,3,10
29900,1.87,-9.28,-3.15,0,3,10
29920,1.84,-9.13,-3.2,0,3,10
29940,1.89,-9.29,-3.15,0,3,10
29960,2.11,-9.52,-2.99,0,3,10
29980,2.1,-9.49,-2.93,0,3,10
