Accel_X,Accel_Y,Accel_Z,Fall_Indicator
-10.53,3.92,-3.34, 0
-7.83,3.94,-5.29, 0
-7.79,4.21,-5.72, 1
-7.19,3.87,-5.01, 1
-7.25,2.23,-5.99, 1
-6.89,3.19,-4.87, 1
-6.88,4.87,-4.11, 1
-6.99,4.82,-4.33, 1
-6.84,3.60,-4.88, 0
-6.23,2.66,-6.58, 0
-6.77,2.79,-6.93, 0
-6.54,3.32,-5.82, 0
-6.13,3.01,-5.25, 0
-6.81,3.67,-5.67, 0
-6.79,4.02,-5.78, 0
-6.68,4.08,-5.67, 0
-6.90,3.36,-5.87, 0
-7.22,2.72,-6.01, 0
-6.79,2.10,-6.02, 0
-6.74,1.51,-6.47, 0
-6.23,0.80,-5.88, 0
-6.93,0.42,-6.11, 0
-6.68,0.82,-7.49, 0
-4.90,2.47,-4.91, 0
-3.77,3.45,-3.32, 0
-4.27,3.78,-2.74, 0
-5.35,4.33,-4.36, 0
-4.81,4.30,-3.66, 0
-4.36,3.63,-2.71, 0
-2.53,3.38,-0.62, 0
-4.07,3.22,-2.88, 0
-4.95,0.19,-5.87, 0
-4.50,-1.94,-6.29, 0
-5.48,-1.49,-6.50, 0
-5.34,0.32,-3.61, 0
-6.96,1.32,-3.11, 0
-6.96,1.61,-3.56, 0
-10.06,-0.59,-3.00, 0
-12.75,-3.94,-6.88, 0
-11.68,-7.47,-10.86, 0
-12.40,-13.10,-11.64, 0
-13.45,-12.95,-12.66, 0
-12.25,-7.76,-11.64, 0
-9.43,-0.65,-6.60, 0
-10.35,6.12,-2.66, 0
-10.16,12.49,5.70, 0
-5.22,14.48,10.22, 0
-11.67,9.98,11.41, 0
-15.11,6.10,4.52, 0
-5.14,0.59,14.34, 0
-2.44,-1.45,18.21, 0
-2.50,-0.04,19.62, 0
-3.10,1.01,19.62, 0
-2.64,1.08,19.62, 0
-0.76,-2.25,19.62, 0
-0.39,-3.51,17.50, 0
-1.96,0.74,14.79, 0
-2.18,0.46,12.61, 0
0.08,-2.24,9.91, 0
0.87,-2.28,8.62, 0
-0.59,-0.79,6.36, 0
0.30,0.67,5.44, 0
0.56,1.11,5.85, 0
-0.12,0.43,4.50, 0
-0.65,-1.40,3.11, 0
0.04,-2.40,3.07, 0
0.12,-3.35,3.71, 0
-0.17,-3.42,4.62, 0
-0.03,-3.65,5.72, 0
-1.13,-3.52,6.36, 0
-3.65,-3.83,7.19, 0
-4.39,-4.70,8.55, 0
-5.05,-5.48,9.32, 0
-5.25,-6.28,9.56, 0
-7.11,-6.56,9.17, 0
-7.95,-6.60,9.41, 0
-7.66,-6.56,8.27, 0
-7.59,-6.10,8.34, 0
-7.53,-5.24,7.55, 0
-7.46,-4.59,6.61, 0
-6.81,-4.15,5.96, 0
-6.55,-3.91,5.56, 0
-6.76,-3.80,5.09, 0
-5.93,-3.86,5.19, 0
-5.86,-3.34,4.88, 0
-5.54,-3.08,4.86, 0
-5.31,-2.80,5.20, 0
-5.15,-3.15,5.06, 0
-5.31,-3.52,4.84, 0
-5.53,-3.80,4.84, 0
-5.71,-4.24,5.51, 0
-5.39,-4.90,6.42, 0
-5.36,-5.56,6.67, 0
-5.13,-5.76,6.72, 0
-5.16,-5.55,6.72, 0
-5.08,-5.09,7.08, 0
-4.72,-4.67,7.67, 0
-4.91,-4.44,7.54, 0
-5.02,-4.49,7.46, 0
-5.03,-4.39,7.52, 0
-4.67,-4.15,7.62, 0
-4.44,-3.69,7.96, 0
-3.76,-3.28,8.37, 0
-3.98,-3.23,8.28, 0
-4.34,-3.59,7.86, 0
-4.85,-3.82,6.67, 0
-4.80,-3.84,6.57, 0
-4.48,-3.91,7.33, 0
-3.95,-3.90,6.90, 0
-4.51,-3.81,6.59, 0
-4.13,-3.91,6.87, 0
-4.65,-3.58,7.10, 0
-5.35,-3.09,6.90, 0
-5.37,-2.93,7.21, 0
-6.01,-3.68,6.74, 0
-5.56,-4.39,7.05, 0
-5.88,-3.95,7.34, 0
-6.22,-2.45,7.32, 0
-6.71,-1.77,7.00, 0
-6.39,-1.84,6.87, 0
-7.84,-2.32,6.56, 0
-7.08,-2.19,6.61, 0
-7.63,-0.93,6.28, 0
-7.75,0.16,6.37, 0
-7.63,0.42,6.56, 0
-7.17,0.27,7.33, 0
-7.95,0.54,6.69, 0
-8.69,1.21,6.67, 0
-9.33,0.84,7.19, 0
-8.82,1.08,7.22, 0
-8.84,1.51,6.91, 0
-9.13,1.26,6.55, 0
-8.98,1.48,6.27, 0
-8.95,1.50,6.63, 0
-9.21,0.87,5.76, 0
-9.20,1.16,4.83, 0
-8.92,0.93,4.89, 0
-8.31,0.97,4.56, 0
-8.75,0.64,4.04, 0
-8.81,-0.72,3.44, 0
-8.26,-1.87,3.09, 0
-7.73,-2.32,2.63, 0
-7.70,-3.54,2.66, 0
-9.54,-4.43,1.93, 0
-10.12,-4.79,1.29, 0
-9.95,-3.79,1.42, 0
-9.67,-2.79,1.90, 0
-8.15,-3.18,3.08, 0
-7.25,-5.13,2.51, 0
-6.76,-5.99,0.94, 0
-5.97,-5.83,1.35, 0
-4.40,-5.47,3.10, 0
-4.56,-5.83,2.42, 0
-5.55,-6.39,-0.32, 0
-5.20,-6.02,-1.31, 0
-4.40,-6.66,-0.02, 0
-3.40,-7.99,0.20, 0
-3.29,-9.15,-1.91, 0
-4.01,-9.83,-3.56, 0
-3.65,-10.33,-2.43, 0
-3.22,-10.19,-0.48, 0
-2.88,-9.59,-0.21, 0
-3.71,-8.81,-3.13, 0
-5.20,-8.02,-3.98, 0
-3.59,-9.21,-0.78, 0
-2.93,-9.55,0.04, 0
-5.16,-9.19,-2.62, 0
-6.08,-8.98,-3.38, 0
-5.60,-9.41,-2.34, 0
-5.34,-8.48,-2.07, 0
-5.55,-6.55,-2.21, 0
-6.56,-6.27,-2.06, 0
-6.01,-7.15,-0.79, 0
-5.68,-7.58,-0.93, 0
-6.45,-6.03,-1.56, 0
-7.36,-4.39,-2.59, 0
-7.54,-4.10,-2.47, 0
-7.26,-4.37,-1.78, 0
-7.73,-4.69,-1.54, 0
-7.93,-4.85,-2.10, 0
-7.61,-4.76,-1.99, 0
-7.85,-4.21,-2.15, 0
-7.66,-3.00,-2.57, 0
-7.55,-2.95,-2.05, 0
-7.89,-3.47,-2.62, 0
-8.39,-3.72,-2.83, 0
-8.70,-3.33,-2.80, 0
-8.73,-2.77,-2.02, 0
-8.07,-2.66,-1.49, 0
-7.90,-2.40,-1.54, 0
-8.44,-1.71,-1.86, 0
-8.94,-1.10,-2.16, 0
-8.91,-1.26,-2.36, 0
-8.79,-1.44,-2.73, 0
-9.23,-1.37,-2.81, 0
-9.31,-1.32,-3.20, 0
-9.73,-1.28,-3.56, 0
-9.70,-1.40,-3.91, 0
-9.82,-1.56,-4.22, 0
-9.78,-1.44,-4.36, 0
-9.29,-1.58,-4.23, 0
-9.46,-1.45,-4.14, 0
-9.59,-1.57,-4.77, 0
-10.30,-1.92,-5.67, 0
-9.87,-1.92,-4.02, 0
-11.71,0.64,-3.48, 0
-11.48,1.41,-5.87, 0
-11.16,1.76,-5.64, 0
-11.22,0.56,-7.05, 0
-11.00,-0.27,-7.60, 0
-10.55,0.60,-6.07, 0
-11.01,2.09,-6.19, 0
-10.58,2.13,-6.76, 0
-9.54,2.12,-7.70, 0
-9.40,2.44,-6.89, 0
-9.46,2.25,-5.83, 0
-7.85,1.72,-5.02, 0
-7.83,0.15,-5.80, 0
-8.43,0.19,-7.09, 0
-8.70,0.53,-7.64, 0
-8.05,1.35,-6.57, 0
-7.78,1.13,-7.45, 0
-7.13,0.79,-5.98, 0
-7.07,0.77,-5.38, 0
-6.30,1.45,-7.16, 0
-8.84,-0.58,-9.52, 0
-8.19,-0.59,-9.27, 0
-8.07,0.57,-8.06, 0
-7.61,1.83,-6.17, 0
-7.02,3.37,-4.96, 0
-5.09,3.48,-3.11, 0
-4.61,1.99,-1.56, 0
-5.64,1.45,-1.45, 0
-7.15,2.06,-4.11, 0
-7.78,3.18,-4.89, 0
-8.17,3.47,-5.09, 0
-7.15,4.05,-6.11, 0
-6.83,3.74,-5.18, 0
-5.70,3.30,-4.98, 0
-6.34,1.62,-6.25, 0
-7.48,1.09,-5.47, 0
-7.91,2.53,-3.84, 0
-6.35,4.38,-2.59, 0
-5.17,5.28,-1.65, 0
-5.09,3.98,-2.15, 0
-5.47,2.36,-3.71, 0
-7.73,2.79,-5.19, 0
-8.55,4.34,-3.63, 0
-8.61,4.25,-4.45, 0
-7.58,5.07,-3.00, 0
-7.30,5.00,-2.92, 0
-7.52,4.84,-3.20, 0
-7.60,4.75,-4.03, 0
-7.90,4.96,-3.94, 0
-8.55,6.24,-3.01, 0
-7.65,4.11,-3.11, 0
-7.20,4.28,-3.24, 0
-6.52,4.79,-3.04, 0
-5.01,5.00,-2.20, 0
-12.09,7.02,-0.03, 0
-6.56,13.29,-2.64, 0
-5.55,9.03,-1.60, 0
-6.20,7.78,-2.76, 0
-6.15,3.31,-2.81, 0
-7.43,1.30,-1.77, 0
-7.36,4.57,-1.25, 0
-6.63,5.95,-0.79, 0
-6.94,6.20,-1.77, 0
-7.31,7.69,-2.65, 0
-6.81,7.28,-1.88, 0
-6.28,6.22,-0.93, 0
-6.47,5.59,-1.14, 0
-6.51,5.46,-1.25, 0
-6.60,5.69,-0.52, 0
-7.94,5.36,-1.13, 0
-7.37,5.98,-0.96, 0
-7.07,5.59,-0.51, 0
-7.62,5.32,-0.80, 0
-9.24,4.00,-2.12, 0
-9.11,4.43,-2.08, 0
-8.91,3.86,-1.61, 0
-8.80,2.85,-1.63, 0
-8.42,3.49,-1.79, 0
-7.74,4.24,-2.56, 0
-9.58,3.74,-3.26, 0
-10.63,1.69,-3.31, 0
-8.90,3.19,-2.56, 0
-8.81,2.91,-2.35, 0
-9.20,3.08,-2.40, 0
-10.74,3.95,-3.39, 0
-9.41,3.47,-3.54, 0
-8.82,1.94,-3.10, 0
-10.04,5.02,-4.05, 0
-10.67,8.39,-6.09, 0
-10.31,6.37,-5.21, 0
-8.34,4.37,-2.70, 0
-6.84,4.98,-1.94, 0
-7.41,6.11,-0.96, 0
-6.93,3.84,-1.48, 0
-8.42,3.59,-3.21, 0
-7.73,3.07,-3.70, 0
-7.78,2.52,-3.41, 0
-7.00,4.11,-1.99, 0
-7.69,6.24,-1.23, 0
-8.43,6.19,-0.75, 0
-8.78,5.12,-0.89, 0
-8.62,4.35,-2.88, 0
-8.41,2.19,-2.15, 0
-9.24,3.88,-3.96, 0
-8.67,3.88,-2.51, 0
-9.12,4.18,-1.86, 0
-9.02,3.00,-1.90, 0
-8.60,2.83,-2.68, 0
-9.05,2.15,-2.65, 0
-8.44,0.91,-2.44, 0
-9.45,1.10,-2.53, 0
-10.61,2.27,-2.60, 0
-9.09,3.11,-2.19, 0
-9.42,2.83,-2.57, 0
-10.04,1.64,-3.30, 0
-9.61,0.21,-3.18, 0
-9.49,0.60,-3.06, 0
-9.44,0.98,-2.45, 0
-8.59,1.34,-1.33, 0
-9.15,1.21,-1.65, 0
-9.97,0.87,-2.97, 0
-9.57,0.19,-3.07, 0
-9.25,1.06,-2.43, 0
-9.64,2.42,-2.13, 0
-9.88,3.42,-2.19, 0
-9.63,2.61,-2.10, 0
-9.83,1.71,-1.87, 0
-9.72,2.13,-1.19, 0
-9.91,2.06,-1.40, 0
-9.62,2.09,-1.36, 0
-9.01,2.49,-0.85, 0
-8.68,2.60,-0.17, 0
-9.36,2.41,-0.79, 0
-9.64,2.37,-1.45, 0
-9.39,2.39,-1.93, 0
-9.59,2.66,-2.23, 0
-9.59,1.92,-1.90, 0
-8.90,1.84,-0.73, 0
-8.53,1.37,-0.08, 0
-8.65,0.85,-0.22, 0
-9.24,0.43,-0.42, 0
-9.15,0.67,-0.85, 0
-9.08,1.28,-1.24, 0
-9.00,0.25,-0.67, 0
-8.16,1.21,0.40, 0
-8.06,0.39,0.07, 0
-9.08,-0.77,-0.70, 0
-9.52,-0.54,-0.47, 0
-9.39,-0.07,0.02, 0
-8.72,-0.23,0.65, 0
-4.11,-0.25,-0.01, 0
-9.81,-1.57,-1.01, 0
-8.95,-1.17,-0.11, 0
-9.73,-0.45,-0.12, 0
-10.75,-0.83,-0.88, 0
-12.55,-0.77,-1.36, 0
-14.15,-2.76,-2.75, 0
-11.31,-2.13,-3.50, 0
-9.32,-1.33,-2.42, 0
-9.54,-2.03,-1.99, 0
-9.31,-0.14,-1.14, 0
-9.87,-0.22,-1.15, 0
-8.99,-0.44,-1.27, 0
-9.45,0.24,-2.43, 0
-10.64,-0.24,-3.60, 0
-10.37,-0.48,-4.22, 0
-9.30,0.04,-3.49, 0
-9.59,0.14,-3.22, 0
-9.40,0.80,-2.40, 0
-8.63,0.60,-2.11, 0
-9.04,1.23,-3.03, 0
-9.76,1.37,-3.90, 0
-11.20,0.58,-4.96, 0
-10.61,-0.19,-5.72, 0
-9.73,-0.41,-4.63, 0
-8.50,-0.27,-3.63, 0
-8.55,1.03,-2.88, 0
-8.90,1.62,-3.07, 0
-8.98,0.06,-4.05, 0
-8.38,-0.71,-3.36, 0
-7.14,-2.60,-3.10, 0
-8.05,-0.96,-3.53, 0
-8.63,0.10,-4.33, 0
-9.36,0.70,-5.11, 0
-10.00,-0.46,-6.14, 0
-9.24,0.79,-4.47, 0
-6.96,-0.39,-3.50, 0
-8.27,0.25,-4.45, 0
-8.90,-0.50,-5.58, 0
-9.71,-0.41,-5.36, 0
-9.68,-0.17,-5.02, 0
-9.07,-0.04,-3.91, 0
-8.32,-0.36,-3.91, 0
-8.50,-1.00,-4.45, 0
-8.19,-1.26,-4.16, 0
-8.22,-1.83,-4.65, 0
-8.37,-1.55,-4.43, 0
-8.79,-1.01,-4.04, 0
-8.93,-0.24,-3.83, 0
-9.10,-0.44,-4.13, 0
-9.20,-0.57,-4.16, 0
-9.45,-0.37,-4.32, 0
-9.33,-0.97,-4.23, 0
-8.38,-1.57,-4.54, 0
-7.77,-1.89,-4.65, 0
-7.87,-1.60,-4.39, 0
-8.16,-0.99,-4.54, 0
-9.50,-0.45,-4.78, 0
-10.78,0.25,-4.46, 0
-9.45,0.73,-2.86, 0
-8.90,0.82,-2.85, 0
-9.63,1.87,-2.91, 0
-10.96,2.24,-3.54, 0
-11.40,2.22,-3.75, 0
-9.14,0.79,-2.95, 0
-8.04,-0.26,-1.92, 0
-8.30,-0.41,-2.28, 0
-8.23,-0.39,-3.05, 0
-9.28,-0.19,-3.58, 0
-8.82,0.16,-3.38, 0
-8.66,0.63,-3.11, 0
-9.74,0.52,-3.35, 0
-8.95,1.22,-2.59, 0
-8.56,1.03,-2.49, 0
-9.35,1.25,-2.57, 0
-9.85,0.78,-2.73, 0
-9.67,-0.59,-3.53, 0
-9.24,-1.20,-3.54, 0
-8.87,-0.36,-3.26, 0
-9.11,0.81,-2.80, 0
-8.90,1.25,-2.32, 0
-8.36,1.03,-1.94, 0
-8.81,0.22,-2.08, 0
-8.93,-0.30,-2.35, 0
-9.16,-0.04,-3.03, 0
-8.73,0.53,-2.78, 0
-9.40,1.48,-2.82, 0
-9.24,1.62,-2.94, 0
-9.61,1.55,-3.52, 0
-9.85,1.41,-3.62, 0
-9.13,1.15,-3.12, 0
-8.99,1.41,-3.07, 0
-9.11,1.67,-3.06, 0
-9.53,1.93,-3.24, 0
-9.66,1.36,-3.65, 0
-9.63,0.57,-3.83, 0
-9.28,0.27,-3.88, 0
-8.80,0.58,-3.54, 0
-8.68,0.53,-3.31, 0
-8.64,0.38,-3.23, 0
-8.78,0.35,-3.39, 0
-8.73,0.29,-3.21, 0
-8.83,-0.47,-3.55, 0
-9.11,-0.86,-3.96, 0
-9.06,-0.42,-3.71, 0
-8.03,-0.02,-2.87, 0
-8.07,0.41,-2.54, 0
-8.83,0.60,-3.15, 0
-9.12,0.10,-3.94, 0
-10.20,-1.24,-5.27, 0
-11.86,-1.73,-6.17, 0
-10.07,-1.80,-5.49, 0
-8.57,-0.77,-4.19, 0
-8.05,0.88,-3.09, 0
-8.26,1.59,-3.37, 0
-8.32,0.97,-3.47, 0
-8.79,0.67,-3.88, 0
-9.12,-0.83,-4.53, 0
-7.96,-1.36,-5.70, 0
-8.24,-1.12,-4.86, 0
-8.46,-0.17,-4.74, 0
-9.32,0.45,-4.96, 0
-8.78,0.17,-4.47, 0
-8.27,-0.52,-4.29, 0
-8.04,-1.03,-4.46, 0
-8.43,-0.74,-4.59, 0
-8.47,-0.34,-4.79, 0
-8.37,-0.20,-4.81, 0
-8.42,-0.56,-4.88, 0
-8.28,-1.15,-4.80, 0
-8.53,-1.31,-4.60, 0
-8.98,-0.94,-4.91, 0
-8.95,-0.44,-5.30, 0
-8.60,-0.22,-5.63, 0
-8.74,-0.39,-5.31, 0
-7.95,-0.90,-5.27, 0
-7.75,-0.58,-4.84, 0
-8.09,-0.18,-4.84, 0
-8.53,-0.06,-5.27, 0
-8.44,-0.03,-5.43, 0
-8.38,-0.14,-5.26, 0
-8.30,0.16,-4.83, 0
-8.34,0.23,-4.66, 0
-8.33,0.09,-4.85, 0
-8.21,-0.40,-5.42, 0
-8.25,-0.91,-5.80, 0
-8.27,-0.71,-5.58, 0
-8.74,-0.40,-5.79, 0
-9.31,-0.20,-5.76, 0
-9.48,-0.27,-5.58, 0
-8.64,-0.91,-5.25, 0
-7.95,-1.11,-5.36, 0
-7.78,-0.93,-5.78, 0
-7.90,-1.22,-6.24, 0
-8.08,-1.02,-6.17, 0
-8.05,-0.83,-5.79, 0
-7.84,-0.87,-5.44, 0
-7.39,-1.06,-5.54, 0
-6.73,-1.21,-6.10, 0
-6.88,-0.58,-5.44, 0
-8.30,-1.05,-4.70, 0
-11.19,0.26,-5.59, 0
-12.04,0.81,-5.07, 0
-10.80,-2.02,-6.17, 0
-8.86,-4.44,-6.41, 0
-7.01,-6.73,-5.85, 0
-6.90,-4.50,-4.32, 0
-7.45,-1.79,-3.09, 0
-7.69,-0.71,-2.25, 0
-8.67,-1.17,-3.28, 0
-9.26,-1.74,-4.46, 0
-9.04,-2.55,-4.56, 0
-7.97,-2.49,-4.00, 0
-7.82,-2.21,-3.79, 0
-7.49,-2.53,-3.62, 0
-7.43,-2.73,-3.52, 0
-7.82,-2.08,-3.61, 0
-7.65,-1.44,-3.37, 0
-7.18,-1.22,-3.12, 0
-6.60,-1.61,-2.89, 0
-6.47,-2.34,-3.30, 0
-6.99,-2.65,-4.16, 0
-6.96,-1.67,-4.26, 0
-7.14,-0.80,-4.21, 0
-7.61,-0.67,-4.28, 0
-7.92,-0.74,-5.21, 0
-7.32,-2.79,-4.22, 1
-7.42,-3.11,-3.96, 1
-7.78,-1.15,-3.02, 1
-7.43,-0.38,-1.66, 1
-7.42,-0.21,-0.90, 1
-6.67,0.62,-1.02, 0
-5.03,-0.20,-2.04, 0
-3.97,-3.85,-3.02, 0
-3.43,-5.37,-3.53, 0
-7.04,-6.18,-9.18, 0
-7.75,-5.44,-7.32, 0
-6.61,-4.16,-3.61, 0
-6.55,-2.22,-4.36, 0
-8.50,-1.13,-4.64, 0
-9.50,-0.55,-4.09, 0
-9.11,-3.03,-5.04, 0
-7.44,-5.53,-5.62, 0
-6.66,-4.55,-4.93, 0
-9.65,-2.05,-4.13, 0
-12.23,-2.23,-3.78, 0
-11.11,-4.00,-5.11, 0
-10.40,-6.50,-6.11, 0
-11.69,-7.29,-5.96, 0
-14.65,-5.59,-4.34, 0
-19.62,-15.94,1.37, 0
-10.71,-3.14,1.02, 0
-6.55,-1.99,3.51, 0
-8.47,-10.16,-1.76, 0
-8.58,-7.89,-6.12, 0
-6.16,-4.57,-0.80, 0
-1.93,-4.46,4.46, 0
8.77,-11.61,6.39, 0
8.05,-6.56,0.92, 0
4.63,-7.36,1.97, 0
6.98,-10.91,6.35, 0
5.30,-13.41,0.22, 0
8.26,-12.24,0.53, 0
7.65,-10.90,3.58, 0
7.44,-12.21,4.26, 0
6.69,-13.23,1.83, 0
5.85,-11.45,2.27, 0
5.25,-10.52,1.06, 0
5.45,-10.40,2.08, 0
4.24,-10.30,0.36, 0
3.77,-10.08,-0.45, 0
2.46,-9.24,-0.85, 0
2.66,-9.49,-0.63, 0
1.28,-8.62,-0.80, 0
0.82,-8.84,-1.05, 0
1.37,-9.94,-0.69, 0
1.17,-10.08,-2.03, 0
1.53,-9.70,-1.31, 0
1.48,-9.62,-1.11, 0
1.14,-8.77,-1.11, 0
0.88,-9.31,-1.84, 0
0.93,-9.59,-2.04, 0
1.13,-9.71,-2.23, 0
1.14,-9.70,-2.12, 0
1.45,-9.49,-2.01, 0
1.48,-9.38,-2.24, 0
2.05,-10.77,-3.21, 0
3.34,-11.71,-3.52, 0
1.42,-10.88,-4.92, 0
2.12,-8.90,-3.68, 0
2.21,-7.58,-2.61, 0
1.01,-7.31,-3.23, 0
1.78,-8.67,-3.09, 0
2.10,-9.98,-3.71, 0
2.26,-10.09,-4.26, 0
2.15,-9.54,-4.21, 0
2.13,-8.80,-3.66, 0
2.40,-8.52,-3.18, 0
2.40,-8.82,-3.30, 0
2.17,-9.41,-3.63, 0
2.14,-9.51,-3.54, 0
2.25,-9.24,-3.31, 0
2.09,-8.98,-3.35, 0
1.90,-8.88,-3.33, 0
1.97,-9.02,-3.33, 0
1.83,-9.07,-3.14, 0
1.90,-9.22,-3.23, 0
1.85,-9.34,-3.39, 0
2.04,-9.31,-3.18, 0
1.94,-9.14,-3.01, 0
2.03,-9.13,-3.02, 0
1.93,-9.26,-3.16, 0
1.87,-9.29,-3.29, 0
1.84,-9.32,-3.30, 0
1.99,-9.22,-3.14, 0
1.96,-9.23,-3.10, 0
1.88,-9.32,-3.16, 0
1.92,-9.23,-3.19, 0
1.97,-9.19,-2.89, 0
1.95,-9.18,-3.15, 0
1.96,-9.28,-3.12, 0
1.99,-9.29,-3.05, 0
1.97,-9.19,-3.12, 0
2.00,-9.26,-3.10, 0
1.89,-9.21,-3.34, 0
2.02,-9.26,-2.98, 0
2.05,-9.33,-3.02, 0
1.94,-9.21,-3.02, 0
2.07,-9.24,-2.97, 0
2.05,-9.22,-3.05, 0
2.07,-9.24,-3.06, 0
1.97,-9.21,-3.09, 0
2.04,-9.29,-3.14, 0
1.99,-9.24,-3.09, 0
2.03,-9.16,-3.04, 0
2.01,-9.13,-3.11, 0
1.96,-9.35,-3.15, 0
2.06,-9.38,-2.89, 0
1.91,-9.25,-3.04, 0
1.93,-9.20,-3.21, 0
2.02,-9.28,-3.08, 0
2.05,-9.33,-3.02, 0
1.98,-9.28,-3.06, 0
1.85,-9.22,-3.22, 0
1.93,-9.22,-3.13, 0
1.95,-9.23,-3.00, 0
1.92,-9.28,-3.12, 0
1.92,-9.25,-3.07, 0
1.97,-9.27,-3.03, 0
1.98,-9.21,-2.86, 0
2.02,-9.24,-2.95, 0
1.96,-9.19,-3.12, 0
2.03,-9.25,-3.05, 0
1.90,-9.38,-3.08, 0
2.01,-9.30,-3.10, 0
2.07,-9.20,-2.96, 0
2.03,-9.23,-3.02, 0
2.05,-9.30,-3.05, 0
2.07,-9.30,-3.10, 0
2.04,-9.22,-3.18, 0
2.02,-9.24,-2.98, 0
2.01,-9.23,-3.04, 0
1.97,-9.24,-3.07, 0
1.98,-9.30,-2.99, 0
2.00,-9.22,-2.97, 0
1.96,-9.25,-3.02, 0
1.87,-9.28,-3.15, 0
1.84,-9.13,-3.20, 0
1.89,-9.29,-3.15, 0
2.11,-9.52,-2.99, 0
2.10,-9.49,-2.93, 0
2.11,-9.64,-3.07, 0
2.01,-9.87,-3.19, 0
2.13,-10.04,-3.41, 0
1.97,-10.07,-3.43, 0
1.81,-10.06,-3.28, 0
2.14,-10.08,-3.25, 0
1.69,-9.81,-3.60, 0
1.89,-9.50,-3.01, 0
1.86,-9.28,-2.47, 0
1.62,-9.78,-3.27, 0
1.67,-10.78,-3.46, 0
2.03,-10.82,-3.54, 0
1.82,-10.79,-3.48, 0
1.68,-10.78,-3.56, 0
1.50,-10.49,-3.26, 0
1.24,-10.33,-3.14, 0
0.59,-10.35,-3.47, 0
-0.03,-10.05,-2.94, 0
0.04,-10.07,-3.34, 0
-0.16,-10.11,-2.84, 0
-0.22,-10.02,-2.61, 0
-0.48,-10.22,-2.37, 0
-0.12,-10.42,-2.18, 0
-0.40,-9.70,-2.14, 0
-1.32,-9.47,-2.28, 0
-1.19,-9.73,-1.70, 0
-0.91,-9.56,-1.26, 0
-1.39,-9.82,-1.37, 0
-1.56,-9.72,-0.98, 0
-1.32,-8.81,-0.35, 0
-1.62,-7.67,0.13, 0
-2.60,-7.16,-0.31, 0
-3.20,-7.02,-0.48, 0
-3.20,-7.13,-0.49, 0
-2.65,-5.81,0.15, 0
-3.59,-5.13,-0.44, 0
-3.88,-4.86,-0.79, 0
-3.36,-5.07,-0.75, 0
-4.07,-5.19,-1.53, 0
-5.28,-5.83,-0.79, 0
-3.66,-7.73,-3.47, 0
-4.26,-10.84,-4.36, 0
-5.51,-12.11,-5.78, 0
-4.31,-12.75,-4.99, 0
-3.68,-11.17,-4.00, 0
-3.20,-8.10,-3.55, 0
-2.92,-6.27,-1.91, 0
-3.02,-7.12,-1.62, 0
-3.29,-8.06,-2.29, 0
-4.46,-8.77,-3.67, 0
-5.26,-10.25,-4.34, 0
-5.21,-10.68,-4.76, 0
-6.14,-9.77,-5.48, 0
-7.05,-9.24,-4.38, 0
-7.21,-8.65,-3.48, 0
-7.91,-7.76,-3.23, 0
-8.75,-8.56,-4.97, 0
-8.28,-8.82,-5.27, 0
-7.33,-8.74,-4.49, 0
-7.15,-8.10,-3.89, 0
-6.69,-7.54,-4.21, 0
-6.27,-7.01,-4.95, 0
-6.27,-6.79,-4.33, 0
-6.23,-6.90,-5.00, 0
-6.29,-6.78,-6.12, 0
-6.13,-6.10,-6.51, 0
-6.00,-5.87,-6.11, 0
-5.41,-6.10,-5.43, 0
-5.28,-6.24,-6.12, 0
-5.68,-6.34,-7.05, 0
-5.33,-6.26,-6.50, 0
-4.96,-6.50,-5.84, 0
-5.08,-6.65,-5.73, 0
-5.09,-7.04,-6.07, 0
-6.68,-7.24,-6.59, 0
-6.81,-6.84,-6.01, 0
-5.30,-5.53,-4.77, 0
-4.55,-4.86,-4.01, 0
-4.79,-4.21,-4.38, 0
-5.50,-4.15,-5.42, 0
-5.26,-4.49,-5.57, 0
-4.64,-3.66,-4.57, 0
-4.30,-2.27,-3.55, 0
-4.60,-1.83,-3.54, 0
-4.90,-3.20,-4.61, 0
-4.40,-5.26,-5.43, 0
-4.82,-6.41,-4.69, 0
-6.61,-5.46,-5.30, 0
-8.48,-2.61,-4.77, 0
-8.56,-0.76,-4.07, 0
-8.83,0.15,-4.00, 0
-9.75,0.00,-3.90, 0
-9.86,-1.15,-3.34, 0
-10.04,-1.92,-2.88, 0
-9.00,-0.11,-2.66, 0
-9.96,-0.56,-5.09, 0
-9.98,-3.49,-7.52, 0
-9.61,-3.49,-5.08, 0
-9.54,-1.56,-2.96, 0
-9.38,-0.75,-3.89, 0
-8.38,-0.97,-3.70, 0
-7.27,-0.23,-2.38, 0
-7.29,0.83,-2.32, 0
-7.95,1.16,-2.74, 0
-8.69,0.22,-3.34, 0
-8.56,-1.08,-3.14, 0
-7.96,-1.62,-2.50, 0
-7.91,-1.96,-2.52, 0
-8.30,-1.82,-3.00, 0
-9.11,-1.61,-3.55, 0
-8.75,-1.10,-2.79, 0
-9.08,-0.17,-3.15, 0
-8.96,0.13,-3.21, 0
-8.46,-0.10,-2.20, 0
-7.58,-0.88,-1.72, 0
-8.63,-1.42,-2.80, 0
-8.62,-2.52,-3.13, 0
-9.18,-1.90,-2.59, 0
-8.95,-1.16,-2.03, 0
-8.99,-1.10,-4.68, 0
