timestamp,Accel_X,Accel_Y,Accel_Z,Fall_Indicator,Label,Event_ID,Window_Number
114000,-8.55,-0.56,-4.68,0,0,1,115
114020,-8.43,0.87,-4.43,0,0,1,115
114040,-8.89,1.9,-4.39,0,0,1,115
114060,-9.02,2.17,-4.57,0,0,1,115
114080,-8.92,1.71,-5.17,0,0,1,115
114100,-8.9,0.79,-5.65,0,0,1,115
114120,-8.34,-0.08,-5.85,0,0,1,115
114140,-7.99,-0.34,-5.99,0,0,1,115
114160,-7.96,-0.23,-5.67,0,0,1,115
114180,-7.97,0.69,-5.2,0,0,1,115
114200,-8.2,1.43,-5.42,0,0,1,115
114220,-8.34,1.97,-5.82,0,0,1,115
114240,-8.56,1.35,-6.06,0,0,1,115
114260,-8.75,1.11,-6.0,0,0,1,115
114280,-8.21,0.58,-5.63,0,0,1,115
114300,-8.05,0.4,-5.32,0,0,1,115
114320,-8.05,0.62,-5.35,0,0,1,115
114340,-8.2,1.47,-5.7,0,0,1,115
114360,-8.69,1.93,-5.69,0,0,1,115
114380,-8.86,1.97,-5.44,0,0,1,115
114400,-8.56,1.78,-5.21,0,0,1,115
114420,-8.23,1.62,-5.29,0,0,1,115
114440,-8.45,2.05,-5.29,0,0,1,115
114460,-7.77,2.58,-4.63,0,0,1,115
114480,-9.67,1.25,-3.61,0,0,1,115
114500,-9.9,-0.16,-3.45,0,0,1,115
114520,-7.43,-0.7,-3.54,0,0,1,115
114540,-6.45,-0.84,-3.31,0,0,1,115
114560,-6.82,-0.84,-4.26,0,0,1,115
114580,-6.57,-0.86,-5.12,0,0,1,115
114600,-6.26,-0.53,-4.24,0,0,1,115
114620,-5.05,0.03,-2.57,0,0,1,115
114640,-3.43,1.72,-1.46,0,0,1,115
114660,-4.32,1.75,-0.73,0,0,1,115
114680,-5.83,0.99,-2.2,0,0,1,115
114700,-4.96,-0.75,-4.8,0,0,1,115
114720,-6.46,-2.26,-3.98,0,0,1,115
114740,-7.92,0.22,-2.01,0,0,1,115
114760,-9.8,4.02,-2.38,0,0,1,115
114780,-11.19,3.94,-3.52,0,0,1,115
114800,-11.94,1.12,-5.42,0,0,1,115
114820,-13.61,1.51,-6.69,0,0,1,115
114840,-16.23,3.46,-6.48,0,0,1,115
114860,-15.99,4.29,-5.67,0,0,1,115
114880,-15.8,2.75,-5.41,0,0,1,115
114900,-17.32,0.56,-7.71,0,0,1,115
114920,-17.59,0.67,-9.3,0,0,1,115
114940,-15.77,2.07,-6.63,0,0,1,115
114960,-14.15,2.88,-5.07,0,0,1,115
114980,-12.67,2.7,-5.0,0,0,1,115
115000,-10.61,2.11,-4.69,0,0,1,115
115020,-8.6,1.03,-4.03,0,0,1,115
115040,-6.39,-0.11,-3.28,0,0,1,115
115060,-4.34,-0.7,-2.54,0,0,1,115
115080,-3.41,-0.95,-1.7,0,0,1,115
115100,-1.98,-0.95,-1.14,0,0,1,115
115120,-0.96,-0.96,-0.44,0,0,1,115
115140,-1.43,-1.24,-0.06,0,0,1,115
115160,-2.21,-1.7,-1.14,0,0,1,115
115180,-4.4,-2.0,-2.71,0,0,1,115
115200,-6.3,-2.05,-3.44,0,0,1,115
115220,-7.8,-2.23,-4.35,0,0,1,115
115240,-8.99,-2.8,-4.99,0,0,1,115
115260,-13.53,-4.42,-4.25,0,0,1,115
115280,-16.54,-0.49,-6.6,0,0,1,115
115300,-10.69,2.06,-8.57,0,0,1,115
115320,-6.45,1.26,-7.1,0,0,1,115
115340,-5.7,0.29,-3.51,0,0,1,115
115360,-2.53,-1.32,-0.28,0,0,1,115
115380,-0.62,-1.49,-0.59,0,0,1,115
115400,-2.65,-0.07,-0.55,0,0,1,115
115420,-7.13,2.16,-2.37,0,0,1,115
115440,-10.53,1.21,-4.63,0,0,1,115
115460,-11.24,0.27,-5.57,0,0,1,115
115480,-8.38,-0.49,-5.48,0,0,1,115
115500,-7.79,-2.7,-3.29,0,0,1,115
115520,-7.7,-0.58,-3.09,0,0,1,115
115540,-11.49,3.86,-5.13,0,0,1,115
115560,-14.98,7.35,-7.26,0,0,1,115
115580,-15.06,6.0,-6.7,0,0,1,115
115600,-14.66,1.9,-5.5,0,0,1,115
115620,-16.07,-0.46,-7.27,0,0,1,115
115640,-16.76,-0.02,-8.59,0,0,1,115
115660,-16.0,1.08,-7.81,0,0,1,115
115680,-14.46,1.47,-7.15,0,0,1,115
115700,-12.68,1.88,-6.54,0,0,1,115
115720,-10.97,1.59,-5.82,0,0,1,115
115740,-8.7,0.84,-4.53,0,0,1,115
115760,-5.95,-0.0,-3.24,0,0,1,115
115780,-3.38,-0.48,-2.17,0,0,1,115
115800,-1.72,-0.81,-0.98,0,0,1,115
115820,-0.34,-0.98,-0.08,0,0,1,115
115840,0.46,-0.81,0.95,0,0,1,115
115860,-0.04,-0.77,0.94,0,0,1,115
115880,-2.69,-0.63,-0.21,0,0,1,115
115900,-11.64,0.06,-2.15,0,0,1,115
115920,-16.25,-2.0,-8.89,0,0,1,115
115940,-17.75,3.25,-10.28,0,0,1,115
115960,-12.2,4.27,-6.54,0,0,1,115
115980,-8.66,1.25,-5.53,0,0,1,115
